205 0 0.25 1 0.320137 0.871181
204 0 0.433256 0.88733 0.320137 0.871181
203 0 0.420698 0.773757 0.433256 0.88733
202 0 0.511638 0.791754 0.420698 0.773757
201 0 0.433256 0.88733 0.511638 0.791754
200 0 0.54709 0.877411 0.433256 0.88733
199 0 0.511638 0.791754 0.54709 0.877411
198 7 0.75 1 0.625 1
197 0 0.375 1 0.433256 0.88733
196 7 0.5 1 0.375 1
195 0 0.433256 0.88733 0.5 1
194 0 0.5 1 0.54709 0.877411
193 7 0.625 1 0.5 1
192 0 0.776695 0.901695 0.75 0.75
191 0 0.84375 0.78125 0.776695 0.901695
190 8 0 0.75 0 0.625
189 0 0.0972568 0.777743 0.25 0.75
188 0 0.222059 0.847059 0.0972568 0.777743
187 0 0.25 0.75 0.137379 0.684906
186 0 0.236887 0.601126 0.137379 0.684906
185 0 0.236887 0.601126 0.0933588 0.5625
184 0 0.234709 0.408609 0.178385 0.329427
183 0 0 0.375 0.100088 0.394861
182 8 0 0.5 0 0.375
181 0 0.100088 0.394861 0 0.5
180 0 0.137379 0.684906 0.0972568 0.777743
179 0 0 0.75 0.137379 0.684906
178 0 0.0972568 0.777743 0 0.75
177 8 0 0.625 0 0.5
176 0 0.25 0.75 0.236887 0.601126
175 0 0.420698 0.773757 0.320137 0.871181
174 0 0.67839 0.875 0.776695 0.901695
173 0 0.75 1 0.67839 0.875
172 0 0.776695 0.901695 0.75 1
171 0 0.234709 0.408609 0.163542 0.474771
170 0 0.100088 0.394861 0.234709 0.408609
169 0 0.163542 0.474771 0.100088 0.394861
168 0 0.0933588 0.5625 0.137379 0.684906
167 0 0 0.625 0.0933588 0.5625
166 0 0.137379 0.684906 0 0.625
165 0 0.25 0.75 0.309911 0.669708
163 0 0.597176 0.756016 0.511638 0.791754
162 0 0.25 1 0.125 0.875
161 0 0.222059 0.847059 0.25 1
160 0 0.125 0.875 0.222059 0.847059
159 0 0.54709 0.877411 0.597176 0.756016
158 0 0.309911 0.669708 0.437551 0.682381
157 0 0.420698 0.773757 0.309911 0.669708
156 0 0.437551 0.682381 0.420698 0.773757
155 0 0.75 0.75 0.67839 0.875
153 0 0.67839 0.875 0.597176 0.756016
152 0 0.511638 0.791754 0.437551 0.682381
151 0 0.513084 0.628267 0.511638 0.791754
150 0 0.671433 0.69826 0.597176 0.756016
149 0 0.640625 0.609375 0.671433 0.69826
148 0 0.309911 0.669708 0.236887 0.601126
147 0 0.38629 0.604883 0.309911 0.669708
146 0 0.234709 0.408609 0.381582 0.292755
145 0 0.309581 0.470547 0.234709 0.408609
144 0 0.381582 0.292755 0.309581 0.470547
143 0 0.409936 0.452006 0.381582 0.292755
142 0 0.38629 0.604883 0.236887 0.601126
141 0 0.409936 0.452006 0.38629 0.604883
140 0 0.309581 0.470547 0.409936 0.452006
138 0 0.5 0.5 0.409936 0.452006
137 0 0.409936 0.452006 0.476906 0.375
136 0 0.640625 0.609375 0.5 0.5
135 0 0.5 0.5 0.476906 0.375
134 0 0.703125 0.421875 0.654316 0.509772
133 0 0.703125 0.421875 0.590473 0.432104
132 0 0.613839 0.321429 0.703125 0.421875
131 0 0.75 0.25 0.705212 0.330115
130 0 0.590473 0.432104 0.654316 0.509772
129 0 0.5 0.5 0.590473 0.432104
128 0 0.654316 0.509772 0.5 0.5
127 0 0.8125 0.5625 0.640625 0.609375
126 0 0.654316 0.509772 0.8125 0.5625
125 0 0.640625 0.609375 0.654316 0.509772
124 0 0.613839 0.321429 0.590473 0.432104
123 0 0.590473 0.432104 0.476906 0.375
121 0 0.875 0.6875 0.8125 0.5625
120 0 0.513084 0.628267 0.640625 0.609375
119 0 0.597176 0.756016 0.513084 0.628267
118 0 0.640625 0.609375 0.597176 0.756016
117 0 0.8125 0.5625 0.703125 0.421875
116 0 0.890625 0.484375 0.8125 0.5625
115 6 1 0.5 1 0.625
114 0 1 0.625 0.890625 0.484375
113 6 1 0 1 0.125
112 5 0.75 0 0.875 0
111 0 0 0.125 0.107326 0.248989
110 8 0 0.25 0 0.125
109 0 0.100088 0.394861 0.107326 0.248989
108 0 0.178385 0.329427 0.100088 0.394861
107 0 0.178385 0.329427 0.107326 0.248989
106 0 0.15625 0.135417 0.0813802 0.0813802
105 0 0.3125 0.1875 0.381582 0.292755
103 0 0.212436 0.227274 0.381582 0.292755
102 0 0.178385 0.329427 0.212436 0.227274
101 0 0.476906 0.375 0.381582 0.292755
100 0 0.125 0 0.0813802 0.0813802
99 5 0 0 0.125 0
98 0 0.0813802 0.0813802 0 0
97 0 0.107326 0.248989 0.15625 0.135417
96 0 0.212436 0.227274 0.107326 0.248989
95 0 0.3125 0.1875 0.212436 0.227274
94 0 0.212436 0.227274 0.15625 0.135417
93 0 0.407652 0.135417 0.3125 0.1875
92 0 0.3125 0.1875 0.15625 0.135417
91 0 0.3125 0.0833333 0.3125 0.1875
90 5 0.375 0 0.5 0
89 5 0.125 0 0.25 0
88 0 0.15625 0.135417 0.125 0
87 0 0.476906 0.375 0.5 0.25
86 0 0.613839 0.321429 0.476906 0.375
85 5 0.625 0 0.75 0
84 0 0.407652 0.135417 0.5 0.25
83 0 0.381582 0.292755 0.407652 0.135417
82 0 0.5 0.25 0.381582 0.292755
81 5 0.5 0 0.625 0
80 0 0.407652 0.135417 0.3125 0.0833333
79 0 0.375 0 0.407652 0.135417
78 0 0.65625 0.09375 0.75 0
77 0 0.375 0 0.3125 0.0833333
76 5 0.25 0 0.375 0
75 0 0.705212 0.330115 0.613839 0.321429
74 0 0.625 0.1875 0.705212 0.330115
73 0 0.515625 0.125 0.625 0.1875
72 0 0.5 0.25 0.515625 0.125
71 0 0.75 0.25 0.625 0.1875
70 0 0.75 0.125 0.75 0.25
69 0 1 0.75 0.875 0.6875
68 6 1 0.625 1 0.75
67 0 0.875 0.6875 1 0.625
66 0 0.75 0.75 0.671433 0.69826
64 0 0.671433 0.69826 0.8125 0.5625
63 6 1 0.25 1 0.375
62 0 0.875 0.375 0.75 0.25
61 0 0.875 0.25 0.75 0.25
60 0 0.75 0.25 0.875 0.125
59 0 0.875 0.125 0.875 0
58 0 1 0 0.875 0.125
57 5 0.875 0 1 0
56 0 0.875 0.125 1 0.125
55 6 1 0.125 1 0.25
54 6 1 0.375 1 0.5
53 0 1 0.5 0.890625 0.484375
52 0 1 0.375 0.890625 0.484375
51 0 0.875 0.375 1 0.375
50 0 0.875 0.125 1 0.25
49 0 0.875 0.25 0.875 0.125
48 0 0.625 0.1875 0.65625 0.09375
47 0 0.75 0.125 0.625 0.1875
46 0 0.65625 0.09375 0.75 0.125
45 0 0.613839 0.321429 0.5 0.25
44 0 0.625 0.1875 0.613839 0.321429
43 0 0.5 0.25 0.625 0.1875
42 0 0.107326 0.248989 0 0.375
41 0 0 0.25 0.107326 0.248989
40 8 0 0.375 0 0.25
39 0 0.875 0.6875 0.84375 0.78125
38 0 0.75 0.75 0.875 0.6875
37 0 0.84375 0.78125 0.75 0.75
36 0 0.67839 0.875 0.625 1
35 0 0.54709 0.877411 0.67839 0.875
34 0 0.625 1 0.54709 0.877411
33 0 0.320137 0.871181 0.222059 0.847059
32 0 0.25 0.75 0.320137 0.871181
31 0 0.222059 0.847059 0.25 0.75
30 0 0.163542 0.474771 0.0933588 0.5625
29 0 0 0.5 0.163542 0.474771
28 0 0.0933588 0.5625 0 0.5
27 0 0.75 0.125 0.75 0
26 0 0.875 0.125 0.75 0.125
25 0 0.75 0 0.875 0.125
24 0 0.875 0.25 1 0.25
23 0 0.875 0.375 0.875 0.25
22 0 1 0.25 0.875 0.375
21 0 0.437551 0.682381 0.38629 0.604883
20 0 0.513084 0.628267 0.437551 0.682381
19 0 0.875 0.375 0.890625 0.484375
17 0 0.625 0 0.65625 0.09375
16 0 0.515625 0.125 0.625 0
15 0 0.65625 0.09375 0.515625 0.125
14 0 0.407652 0.135417 0.5 0
13 0 0.515625 0.125 0.407652 0.135417
12 0 0.5 0 0.515625 0.125
11 0 0.163542 0.474771 0.309581 0.470547
10 0 0.236887 0.601126 0.163542 0.474771
8 0 0.38629 0.604883 0.5 0.5
7 0 0.513084 0.628267 0.38629 0.604883
6 0 0.5 0.5 0.513084 0.628267
5 0 0.15625 0.135417 0.25 0
4 0 0.3125 0.0833333 0.15625 0.135417
3 0 0.25 0 0.3125 0.0833333
2 0 0.875 0.375 0.703125 0.421875
1 0 0.705212 0.330115 0.875 0.375
0 0 0.703125 0.421875 0.705212 0.330115
